DATE,10*2M1,3Q_LAG
1967/10/2,5.41,1.212699985
1967/10/3,5.41,1.212699985
1967/10/4,5.43,2.3009
1967/10/5,5.43,2.3009
1967/10/6,5.44,2.3009
1967/10/9,5.48,2.3009
1967/10/10,5.51,2.3009
1967/10/11,5.5,2.3009
1967/10/13,5.55,2.3009
1967/10/16,5.57,2.3009
1967/10/17,5.57,2.3009
1967/10/18,5.63,2.3009
1967/10/19,5.63,2.3009
1967/10/20,5.63,2.3009
1967/10/23,5.71,2.3009
1967/10/24,5.7,2.3009
1967/10/25,5.72,2.3009
1967/10/26,5.72,2.3009
1967/10/27,5.71,2.3009
1967/10/30,5.77,2.3009
1967/10/31,5.81,2.3009
1967/11/1,5.9,2.3009
1967/11/2,5.91,2.3009
1967/11/3,5.94,2.3009
1967/11/6,5.92,2.3009
1967/11/8,5.86,2.3009
1967/11/9,5.92,2.3009
1967/11/10,6.02,2.3009
1967/11/13,6.06,2.3009
1967/11/14,5.99,2.3009
1967/11/15,5.96,2.3009
1967/11/16,5.88,2.3009
1967/11/17,5.94,2.3009
1967/11/20,5.98,2.3009
1967/11/21,5.8,2.3009
1967/11/22,5.82,2.3009
1967/11/24,5.93,2.3009
1967/11/27,5.89,2.3009
1967/11/28,5.7,2.3009
1967/11/29,5.74,2.3009
1967/11/30,5.83,2.3009
1967/12/1,5.86,2.3009
1967/12/4,5.79,2.3009
1967/12/5,5.77,2.3009
1967/12/6,5.68,2.3009
1967/12/7,5.73,2.3009
1967/12/8,5.74,2.3009
1967/12/11,5.77,2.3009
1967/12/12,5.79,2.3009
1967/12/13,5.73,2.3009
1967/12/14,5.71,2.3009
1967/12/15,5.7,2.3009
1967/12/18,5.65,2.3009
1967/12/19,5.64,2.3009
1967/12/20,5.56,2.3009
1967/12/21,5.58,2.3009
1967/12/22,5.65,2.3009
1967/12/26,5.56,2.3009
1967/12/27,5.58,2.3009
1967/12/28,5.64,2.3009
1967/12/29,5.64,2.3009
1968/1/2,5.55,2.3009
1968/1/3,5.58,2.3009
1968/1/4,5.43,2.3009
1968/1/5,5.41,2.3009
1968/1/8,5.45,2.3009
1968/1/9,5.49,6.33379999
1968/1/10,5.47,6.33379999
1968/1/11,5.54,6.33379999
1968/1/12,5.49,6.33379999
1968/1/15,5.64,6.33379999
1968/1/16,5.71,6.33379999
1968/1/17,5.66,6.33379999
1968/1/18,5.74,6.33379999
1968/1/19,5.78,6.33379999
1968/1/22,5.81,6.33379999
1968/1/23,5.75,6.33379999
1968/1/24,5.75,6.33379999
1968/1/25,5.71,6.33379999
1968/1/26,5.69,6.33379999
1968/1/29,5.75,6.33379999
1968/1/30,5.71,6.33379999
1968/1/31,5.72,6.33379999
1968/2/1,5.79,6.33379999
1968/2/2,5.8,6.33379999
1968/2/5,5.8,6.33379999
1968/2/6,5.8,6.33379999
1968/2/7,5.76,6.33379999
1968/2/8,5.75,6.33379999
1968/2/9,5.73,6.33379999
1968/2/13,5.69,6.33379999
1968/2/14,5.67,6.33379999
1968/2/15,5.6,6.33379999
1968/2/16,5.63,6.33379999
1968/2/19,5.65,6.33379999
1968/2/20,5.67,6.33379999
1968/2/21,5.67,6.33379999
1968/2/23,5.71,6.33379999
1968/2/26,5.72,6.33379999
1968/2/27,5.71,6.33379999
1968/2/28,5.7,6.33379999
1968/2/29,5.69,6.33379999
1968/3/1,5.69,6.33379999
1968/3/4,5.7,6.33379999
1968/3/5,5.74,6.33379999
1968/3/6,5.77,6.33379999
1968/3/7,5.85,6.33379999
1968/3/8,5.97,6.33379999
1968/3/11,5.97,6.33379999
1968/3/12,6.03,6.33379999
1968/3/13,6.1,6.33379999
1968/3/14,6.16,6.33379999
1968/3/15,5.99,6.33379999
1968/3/18,5.85,6.33379999
1968/3/19,5.87,6.33379999
1968/3/20,5.81,6.33379999
1968/3/21,5.87,6.33379999
1968/3/22,5.84,6.33379999
1968/3/25,5.86,6.33379999
1968/3/26,5.95,6.33379999
1968/3/27,5.96,6.33379999
1968/3/28,5.96,6.33379999
1968/3/29,5.93,6.33379999
1968/4/1,5.74,6.33379999
1968/4/2,5.72,6.33379999
1968/4/3,5.54,6.33379999
1968/4/4,5.55,6.33379999
1968/4/5,5.54,6.33379999
1968/4/8,5.57,12.9501
1968/4/10,5.55,12.9501
1968/4/11,5.49,12.9501
1968/4/15,5.56,12.9501
1968/4/16,5.58,12.9501
1968/4/17,5.57,12.9501
1968/4/18,5.55,12.9501
1968/4/19,5.62,12.9501
1968/4/22,5.61,12.9501
1968/4/23,5.58,12.9501
1968/4/24,5.56,12.9501
1968/4/25,5.54,12.9501
1968/4/26,5.5,12.9501
1968/4/29,5.48,12.9501
1968/4/30,5.48,12.9501
1968/5/1,5.46,12.9501
1968/5/2,5.53,12.9501
1968/5/3,5.52,12.9501
1968/5/6,5.48,12.9501
1968/5/7,5.54,12.9501
1968/5/8,5.55,12.9501
1968/5/9,5.55,12.9501
1968/5/10,5.55,12.9501
1968/5/13,5.55,12.9501
1968/5/14,5.57,12.9501
1968/5/15,5.61,12.9501
1968/5/16,5.58,12.9501
1968/5/17,5.59,12.9501
1968/5/20,5.6,12.9501
1968/5/21,5.65,12.9501
1968/5/22,5.65,12.9501
1968/5/23,5.69,12.9501
1968/5/24,5.71,12.9501
1968/5/27,5.69,12.9501
1968/5/28,5.69,12.9501
1968/5/29,5.71,12.9501
1968/5/31,5.66,12.9501
1968/6/3,5.56,12.9501
1968/6/4,5.53,12.9501
1968/6/5,5.58,12.9501
1968/6/6,5.61,12.9501
1968/6/7,5.59,12.9501
1968/6/10,5.55,12.9501
1968/6/11,5.52,12.9501
1968/6/12,5.5,12.9501
1968/6/13,5.49,12.9501
1968/6/14,5.44,12.9501
1968/6/17,5.42,12.9501
1968/6/18,5.43,12.9501
1968/6/19,5.39,12.9501
1968/6/20,5.37,12.9501
1968/6/21,5.33,12.9501
1968/6/24,5.34,12.9501
1968/6/25,5.34,12.9501
1968/6/26,5.33,12.9501
1968/6/27,5.38,12.9501
1968/6/28,5.37,12.9501
1968/7/1,5.34,12.9501
1968/7/2,5.31,12.9501
1968/7/3,5.34,12.9501
1968/7/5,5.32,12.9501
1968/7/8,5.35,20.46049999
1968/7/9,5.36,20.46049999
1968/7/10,5.35,20.46049999
1968/7/11,5.34,20.46049999
1968/7/12,5.33,20.46049999
1968/7/15,5.37,20.46049999
1968/7/16,5.39,20.46049999
1968/7/17,5.41,20.46049999
1968/7/18,5.47,20.46049999
1968/7/19,5.44,20.46049999
1968/7/22,5.35,20.46049999
1968/7/23,5.26,20.46049999
1968/7/24,5.25,20.46049999
1968/7/25,5.27,20.46049999
1968/7/26,5.31,20.46049999
1968/7/29,5.33,20.46049999
1968/7/30,5.31,20.46049999
1968/7/31,5.28,20.46049999
1968/8/1,5.46,20.46049999
1968/8/2,5.4,20.46049999
1968/8/5,5.4,20.46049999
1968/8/6,5.33,20.46049999
1968/8/7,5.35,20.46049999
1968/8/8,5.37,20.46049999
1968/8/9,5.4,20.46049999
1968/8/12,5.39,20.46049999
1968/8/13,5.38,20.46049999
1968/8/14,5.36,20.46049999
1968/8/15,5.36,20.46049999
1968/8/16,5.4,20.46049999
1968/8/19,5.41,20.46049999
1968/8/20,5.41,20.46049999
1968/8/21,5.46,20.46049999
1968/8/22,5.48,20.46049999
1968/8/23,5.48,20.46049999
1968/8/26,5.47,20.46049999
1968/8/27,5.48,20.46049999
1968/8/28,5.46,20.46049999
1968/8/29,5.42,20.46049999
1968/8/30,5.41,20.46049999
1968/9/3,5.4,20.46049999
1968/9/4,5.45,20.46049999
